name,ring,quadrant,isNew,moved,description
GiApvq,trial,tools,true,-2,ODPxcPuDqppPrtorBOWEuffIuxLqnADPZQKcMPIQeLXMGhHRKqFaOqBueJxJb
ngGyIEphuLT,trial,languages & frameworks,false,-2,clPyBNYWMBKEDrRGVdKwifPlCYSskMyPFdQkSCTKRhLRvdBPyFWdsUOnhQuznBsRwzYlMgljkcnAsTBEUvNVtaAepHjsASRhaRWcmWGWKnOEZuXAIkK
ULtnhEjK,assess,techniques,false,-1,eCsUjyszatPKjRLdgsJvKcOGFNXZrPWVPjIsEeemmCkALtlnaPmAVmAVwCvuFFpBsUqpwtwnbCInrVdzbJoTAogLpDnrasrpzQqTDovUa
gIUUPHAAQHiqH,trial,tools,false,-3,oUBmWeVRRqikLKUukkyQNXpqlebsnTgLOWopBcywIyZHzjquziRTRIiEggphYUONUfHsIfRWTLuVvnvJuyBvmrDANBKrrpPfQnO
viVWsyeLrcLxTp,adopt,techniques,false,-1,lwmFPEQAqPOIqkYBxREBVKYzMJrhpTaprZxGGoJvoOBoHzuYiBvyfURocvtnjyxVtSydTonkyfKMMtppUgFJayCYCiseZuUuHNsfGHCOgxoRNFDARqWtDcvXuwCECuTTuZKtMPYACguF
YRPYkbrv,trial,languages & frameworks,true,-2,MpqPBKqiugvYpfTOokxMkDoEcacMLcPFcWlPkRcOQLLCKlJMTVIxrMUyDtakRyEfLpbDRtBVGGhmfFRVeikLyXqnPAyVPuUUNRUfGGRWDggEdWsGPLUxMSmwp
DBkLaWgOp,adopt,tools,true,-2,FQExhBhCoeYODoxVLQammQiMxlWyOQVwZXCBgzISTQenbylygleJelRYvnfFOdYXKLsmqSXEyMVUfkZufrZnyTnKY
orAKs,hold,techniques,true,1,YOWEvQnBNUnrWYhddTtzhhnKkKpsAwFQYcaDXzYrjTHYLHLrZjCgDwYiFBXdEsKeerBdqfFWIFWPgdjLtmsctJZx
cTPz,hold,languages & frameworks,true,2,DbwbqkdhsqUgGQwajBqqTKzVjOWQxMRxNptHlnbzbEPWUkWKjrycrhBUZMqNVwojuBVeXIjhkAFJPZKyGFYvzNIorN
ERiiqdEXpuqscS,hold,tools,false,0,OfMLUNherYxVIdALChxMJQjjfgopCnGhVAlHIcsjTBX
YCVhWuoIp,assess,techniques,true,0,khCCLZfdjUIvrRlWJwiJuWetYmtwLadPfkaPFSZdhbgFshLqFrDRdOtmXWhnCeTWmJsILcmwvZzeRRiiGWCMfWbJJPaoKWMIDxBQJADkEUCFdWxSIzeOSTvaLrUOQbOdCzVWJNAsv
tlTWUCVxp,assess,platforms,false,-1,mVkVigeyOqFKKDcQUruhIjuIMFLOwSYgSAYDPoMCWKkfNpnPlIPHmBrSYgsaOThmMFqxcqOXyXCGIwfJHXiLODlE
JaBhINf,hold,platforms,true,3,AbtoEqdkIheBogkxxQfoCtxfrQuczDDvozHgahtbdmYAUUcxWwlrNovoQkNqsxeeYWJsEdMGmPZjIlkcEIpmEDQaNOMgzOzrcWqlZBrfcizezwUDJpyxxtygxfrdCDBzOYIiDJtxMuACpamOHipPlC
csDbzNXwtdmyeX,adopt,techniques,false,-1,xreEJgzjSpkGzpxNwSsdTALOBtySGjVJ
gmNIRriGFz,trial,platforms,false,3,iaWheqpKJASVnnfSeTXQeTDwQcliPRGbWjFusDiAwspbEOqBSDFTgxxEqmhgYCzJIwIycHJxvafeHefURbofAmFqTXZvhoQZCueMDnraJisJbJTuyNMxvTOMOL
wkKSfIwBmNvebv,hold,platforms,false,3,fWLWdLUqXKFlUQpLfmYsRAKlIAhqCErBGqtSiBjnBVPzwCaMDmDYHBcvSwJXGRvhOfqpGSoxRStsdvCjF
qyKgslCuFgSM,trial,tools,true,-1,QnMzSVEFMbZMlLpPdfWRCalRwFCPtTH
GVOndzrqnzPJ,assess,languages & frameworks,false,1,vJlMdzAIKDbkzNjLXRlVumNaggacohPiTBaOlkhAeSEJvRWUPlAIllLIpJKmnBWVGlGjxZnFJzaoy
ongbYecMPFiy,adopt,techniques,true,-2,JaKAxOoqCrCcTKRBHqOAnSdwNQQARFLzBGHpwvndtSgCXXwrboLSVPoMoKsUnpSmKThHyJOFNabkcRXxDYAdKIoodOUoxmqJIwafJnGcwFbFTXdBtIohbHjcshXCVVwJ
HtlwKFpltfgl,trial,platforms,false,3,EbpDuJjacXpDpWGtfLjlpBHEUJTYqlgDGifWaqPxibCBqyMqjPiSXPWDUUUjSCtqBqaM
Ygrx,adopt,tools,false,2,cESyoJKmnWDcTMIBOxUPhORVZpCwarmIODvHiUSxeEhadAuEgCnWtZtTIeboNlAsoGMsfhBXrjfOpfRLu
dn,adopt,platforms,true,3,WcpYvfrTlSKBLXqTegreHjCtYxJqsYNbvhxbqjULwgzuBmGpCQFtcWGrJzWmBgVSYyebLcOHpmphTboTtcojCeRUpCYhyeHWgjrvinPJeyzJlkAPctW
AqbdglzSuDHmJn,adopt,techniques,true,0,soyucputzbvBhWAOEhZfcxgHlDiioyHayclJwEpKogMiQaKXwMHXAjYNzncIKksrqNTmQCMssh
VtEJYtFT,assess,techniques,false,3,goRHKjTCmYbOoNJxRoMiMeAATXWwsaxloqpARnAcaJJUKwggokBivDZEiLrpkzAApCiyuZKMqYojlVZyAvYqxJFkuIwRvqtjsBWRHfqliHfeIpmMaqQtxfMGLmhFJAlUHdRyjqQzsryBhEWUmmhf
Ks,assess,tools,true,2,ysCHQTotOgFSbnynXgzeMIrXfCWGwgyMuGRdgKsNnoAeYxFxzzadHzuXabtiGEZsrMsGkLIfcRft
WtdB,assess,techniques,true,-1,SAhJFllTRKWYBdupqYOPIhbtvOINtNjoIeewwkctIKrsAlyGaUyVecaXghHRHWtjMektLbVmhyZgjOPlSzVyRPBFDKAw
IGdz,trial,tools,false,2,WJSYhJXPWDkbfJDtkUXTusrRIptImDVraIPbAvFLWNNszlIBfGEQFQPnAqwz
JMGrgCcONzKwk,assess,techniques,false,2,xdnSeEjhSKYJDXSisuCISwlbRudDmLSsyKocJbaZlJtJLoAqwDUPhhkxtcqFhqrugkWnmcwlGcCMlTToipCgtrOQuJsnWjfZIGWa
OhSSYjnczI,assess,platforms,true,0,hSOubmEvuxLlDzUgNNxCXbfKwxKmrcsiRVpvlBoeyVoKvnSmmUs
uTwoTNyCoQlfCOM,hold,techniques,true,1,SazqxoytsrJhYEhTnJlwXCoqSmOTpnEmdOqxQXFhpPyZfvjDJxJc
fnkFGGdqrbQd,assess,techniques,false,0,TAULCzWrszlzlbKkFsdilGzaLhPngOqHJLopKdosOupekLSlgvGPkgfNgzdjfZvcdvxFolEvlMQTeTPWkwmYCleUVvuYGMiJRBbwIEwKMjlHbTDeMeBMyUYImwlYTdEEXbIgN
mBvwaeH,trial,platforms,true,-2,jjBucQSsPCkOTIejiGHDUIIkQxHqVkqdUV
HKucwhDOcs,assess,techniques,true,-1,ZGYDRhOQmwsVZlwpqcnUQPWpBgeEcuLWZyuNngKiuL
hqu,hold,tools,true,-1,mvmvfHXQeMYndJScMSRsmEguvyU
KsptQIITHBYcp,trial,techniques,true,1,rXYHdlwfzXcBiQRAsUIKWKmMYXGndSJZkeUDMwVaTCgkDhSQIHHQJcafRK
XRCBdXyYh,adopt,languages & frameworks,true,-1,YgDJqrGipTJKZUQkXTlFnxDeNGCGLRVrTZQNYVBcjoCugYqVUOMgnNgPRCWiHpcLYrETBuyPXGHbiAxlCHQWtXroAOXnJLVotMEYjQgDQZMwffBIaBUlXHuDqZQkPpaOpkwCKJcxIpOrkNSzFJFO
BgynY,adopt,platforms,true,1,czCRYjghaWntyfbHeVfwBvtVZyyaMusYWZWAcBnhLDPQERnjwtvhHaDqsndnXVhCpvebumXENvcwiZZFNHbJnxSJnQFJYiwWIuTDalHPsltWuDQiKRKEREfhFenLkup
EWZtuTwEDpUoZme,assess,languages & frameworks,true,1,UIChAeXHNxEhEiWvbCUnrEbbPmcVmFSdcXmIDWYHTnfpIDfyOrgVOfOfmpBvhlHEtarDMjXNyzJTCsjucjGnrfZNqvElZQZnAjfIfkwDYGimGlhqQsSmXSCZlsKdcUphVFtzzIEMquM
TYELyLRr,hold,tools,true,-1,YjCtayUttoGpUxWxCHkTldDnwnIgikwsNFXbyeAsEhYvHVkvDJBrIivyBiZNWQJuQgSmGCyDDAAIHioUyBZK
ZWGaXvHF,assess,techniques,true,1,rdSAGbWWnzutvZUtwPVLkNeNTbKsrFUJQvAbMPuqwadXpaHYMmOEZaYhtQLVRuQstZMdTeodNtwrrdkzCBxVhlAzFZjPL
WImYEGyX,adopt,languages & frameworks,false,1,INHxwQAqqQeYRwPePTgJTVTfujNxSEkeFcWDVKrOXJbdRIlGFeczfieJQIMIdxiDzAjVrwhsEeeXwUpULMdcciDiGGSvFazDKyHR
wdvstVjQhOOTLA,hold,languages & frameworks,false,-1,VXlmbzaMmIVjlMnlUScYyllCPPJAIgZziDzDafvGSlIGa
ZiyoxAe,assess,tools,true,0,oAXQJwxSzlluEQvvRPQpvmKEnACkKWSVHiGSVjYKLdsK
ZBpGMdborjoeBlx,assess,languages & frameworks,false,0,dGuLMNVBzaEkigbMJcUBwpOLEGJAPRLfDmEqUcFKtNieVaHPUkIwBkObvDSwhIJCcWTJwKgEORcJKAQhCxDiNvUEwdEJQezMMYjQXrafgHDReUkjwsKfKE
bewcYI,assess,techniques,true,-2,cRxqJyFRnhzgtvBThGPOICFKASmAJpyLPBfYqbHJeCKNIODqNCEYOziFVGeBHGawkhPmMOpgk
HHJngFzPoqKcaf,adopt,techniques,true,3,RTGNkeRaqzmNLLJgGeCbvqvZsMPviBXnwqMWclhIYqVpZ
CIKdhY,assess,platforms,false,-2,eFneTukIPixallAMFCcDZSCSXod
oOvcsXRz,adopt,languages & frameworks,false,-3,QQZFZBdVuwIquddoUmUOJyroIxCXmrScqjNMZioztennQpWncEcdASJnFLbLCxV
VT,hold,platforms,false,3,HwGdFPfNcfHwgXwwgnDFBOermZwwIobDddaYJPkYmdA
CEawBvfNwHW,assess,techniques,false,3,quJnPfnDzFUimgsPBwwDqQnhhgrOJwZwcjnangGfIFoNoYviHRKsVbSjDVbXqomgNRaRtnEzhzZKOIaRSfMaLJSPDQwBdRDfMOgSdeUTWbJMdCjrBlPkAULSZrMfEocLmlfJ
uByvXjIAp,assess,techniques,false,1,eRqRvIBDtIUfsARZkfuxprJyKOtpNuZPMszLer
MefpgMgMxwlkhZ,hold,tools,false,2,FdHfcxPXtRExCYGkkMtinQpPPr
pjvwUDtJpI,adopt,techniques,true,-2,GQnaoBGZAaREouoaFUXyAZlBZbtgJixPRBlDIIJLMaaPUcrdocSxKPhITpTvJecDrVbMvWFtPCwSwUgjptuyKjALpYexoLxSzpwyN
VGe,adopt,tools,true,-1,mbSUHqposhzlcHfJHnpVRhOyqRxHoituRvMRYzlXBUXqxdBomSVTJnzzybHBEjjoAKRdQigf
wMWpUGj,assess,platforms,false,0,VGBxrcdjCSCjdrGgRSVMJOcuyGnmFUUvcWqLbMAU
iijh,adopt,languages & frameworks,true,-1,PcsUbyRotpbOcZQonRjyQSmBZNmfbxdlzXji
mAQnMIQ,trial,techniques,false,1,MJnifLluzRCXzgmrUAgOxOXkxEVkjdjooebIDRDADQqTdW
FnIOTr,hold,techniques,true,3,ldeNNOqDrFmAAQzDyZrnVhbNZcSdkDWgkAqcKkLGOhBJtzUBGVAbeqcQcxvCnFUnUFpFqgDqJNXTEogqfMJhyUTNPYrCApd
EIfXlpSUDLAoWtV,adopt,languages & frameworks,true,1,alWMFDWTbppsbvCCiaATVNutDAEZbPdQylfoHyMIQSzwFWDIiYNXxdeuupvQIWFfKCgdJRnFwOwHuJs
okizIfSzu,trial,tools,true,0,QSiSVNNSRQJZRnugQaJzQydjvJmvRuzUmTWDedtLfNxnsOusJywpgRAGr
sJhusABMxF,adopt,techniques,true,-3,LYnFMJqRhFPPJUEzBxcWBMCliAEULIXsNrXWjyOlZHhLQVbOQaXYulWIaTXisFIshyqQmZwdmrcjxo
tZN,hold,techniques,false,3,sVFKDRedYCvMABYGmhuuHUMRaMaHFyvQVoXCDdBjFfoncPQnWNXWbWCKJplHEWUXhnTGDYdbWhCaogZbOGuhZSbopOYUuJwySUEkrCbyYXwIjPzBlHsNZDgcCjfoMXkjYKyGSvRvLQsjxhDVIyB
QQp,trial,techniques,true,-1,HLdyZbrbzZmNgmeloYhsVAXYjWDTtfmgbfGBPAUWyfaAnCdBRYmkwOWPGYYnRxdpHCzo
pe,adopt,techniques,true,1,jYvoaCzcldLGmHrNYGOPKJTgECCcVzritfeGRQKcAeBF
tLmRGB,assess,techniques,false,2,LIgXvlbcibRUZhFqkcIIBKHoqeHdBnyddOyRetvkkJaywmrAMuTglEbpKoZnRquAPMIoYvKnbJVrqjnSUDwhJetuAVAJbsJmpcjXpB
TOjHcLije,trial,techniques,false,1,boHWZXgjQVhJSCuMkWHQdPFzEKazuLdvBjnVvaqqWKvJdvfvCGsqUTRVWYBwUuLQuzePeUqLsvksudCplTRS
yKJKmFGmMdiHg,hold,techniques,false,-2,lAAWKOEbgXmDcUFsXheNpuggGaDlGIILXzoNnOBDqTPFIFJJbnrJWMOqFnkFXAyqRtdTqWTwUraQpurnFYGYnPSVoQZenWRKxRMpmtlvcWiqXbgJjVIEcbuxj
cuTvukIEkko,assess,languages & frameworks,true,-3,gcSMilvLKFZIKKwuZeXocLwyjNLPtlrVHSdZWCQSQNDXNSkvhOnhbaAMfLftgYyEPQRAfudeZvBvqLi
OSA,trial,tools,true,3,NLJxfYAGZoNoVYNsSNECguzlkPknuRUejXEmlzqpOe
XmVg,assess,languages & frameworks,false,-3,gIkyuRpCRoOjhAfBRMJNGBUDNnSeFfcioEalAgeyWxjZqcBRxByZVNExXOacleTDSkwDOwqXRtsGFszoSGrkkovUWxUUeCIYEVAWCCSqFPYKxNNydscdKvoClJMWZUXepGq
GStvrIpCe,assess,techniques,true,-1,eQQRxTScPeSVbWXuFoPxuLClAbPMLIodtfURadWvViWUAmqXBhgFgEPqfIoUMmgxn
EeuwBFJdOGqTxdU,adopt,tools,false,2,yAawdCwGoAeZaUUSsxoPAFECXypOxcSGTDkVWyhBijwTwRXCTOrKMRTkEcZrLlopgZNKdnxXFVZWlKDZPiTMRCJDgbzjTnShebugBrfvnMQTIPXTAuuwqliLPpvpormnPRKOSIyVAlMKyCjEvZww
bHhu,adopt,techniques,true,2,YgMrDzFdcGgXirywJvKTKspkTuqNdymCfVUwYiZoia
XnAVFr,hold,tools,true,3,wdEjNlqyKhNnFGXTaAXBxdkdOJKSgbHSDxSvEhGPqcGpLbdxubaorPuLrcKpWN
oHvhceilQRS,hold,tools,true,2,xWnRpwQcjXACoOWUfRexNZBNbfBMmovcXbkVBTPimiBVRVvPVLpWlbOJQjDwjLWECTLonxgTwKfTjUXkmSIv
zQk,hold,languages & frameworks,false,-3,RHlfOzSIVPDulLBxmiJcZuQWlfAf
qorWHaXKzY,hold,tools,false,1,KErSDQIqOBTSGVjEPwOxuBiGfAxyBWvbkGwipkiTlxCcVoEBnvUJHpUfAKKpZDxDdBVkuxSzySvPYCIDiUZLhCOavvatGQGfkhbvhOKEwnybFnYJxy
QhyouRL,hold,languages & frameworks,true,3,QidLImkAFguaRqELFteZOJWTUSsOTwcHtkTGCMBidXBjXAvXOUf
RqjHKj,hold,languages & frameworks,false,0,GWBPfHYIcykOLACcjXnHKfHuKZMPNlTVwcmBSTLrMhufZUnUBdNPqQAadylzVMJPnWHxVEEjKNuWAeVrksLHjGoZUHgTqfDieGFvCGimQTHhKkhSledcsKgobucmYBNEJyMiG
tXNlJkDOukok,trial,tools,false,-1,rBkiCScrJjaLFKQrFQHIDvsBIYfSmWurqKicrNFFdxaqileOwHkxyUTyNbZUcCtkNJJVVyyqvSVsmSBWGvAWfuXfTPnHZFjTAFFjzmqnldZYEnxAxyxaVq
ziCfPMflMoZFHA,hold,languages & frameworks,true,-3,zlLXCMeRnSNMNgoDwgjyELflyMwYmQriAIBuTTo
Lz,trial,tools,true,2,yyQjXHUqJXaZPkRMWojOGlfNfpXIVsmRzqSpIrBYWWEnoczfsBQRKoZMMOPBwiPCAfeYXlckVHSRankxJerAiemtfFrBhAMOyZNkGKleBapfrikGHtWOOQsECIAssrNXhmJKVlYFr
efYvSSRwRU,assess,techniques,false,0,GdlooiondSobqVknvRLbuewJPsAJoRk
gbTWgsIA,hold,techniques,false,3,RasLJCbCgOPeBNgmTWZszyoNxsDeBIZUesepHICrhaZVzihZPoWdEbbXBGiTkqDGrCKwLaPxQHbdrvZpctGdsTqLQL
cqFRoOyqvPGtW,hold,tools,false,1,JyhLdQitQEyQFCQtDKBJQfeESDklaDsnVQuRFcDxxAUYwhZzPWmuZjmaonmrYTZMEIee
dlDUnlinYjUs,trial,languages & frameworks,false,-1,mjZnNSeiqorRcVfakNaaDgdjbaiFIkVUGxguICjhnknXyttGSGoYmWYXBMIorIqDPJYxhfuRJsfuYWklRFIvEBNVYUenXqfwJTHpaAKKNkijaTGZwQbYhkaXObGxBTL
kJvjSAQzYmrh,assess,techniques,false,-2,lJtZgAwCAOlgfFNlMifCOBBNwdJfLJJzZ
kJhf,adopt,tools,true,-3,jObphfVNbfdOsliKtFORLoZzUtVBukULESEVIoEzaeWWXWpvEXiydsfyvYAIkFZmvClszvdyDTAeQvI
ZwjD,adopt,languages & frameworks,true,-3,mJXWvpTyMWATuHdDzQEhqMvMDbvZzyNYxRlQqzzfhrBOGSjBpPdKdNtvWwgxvWMmYW
fFdHeeFPgOgGR,assess,platforms,true,2,RvUNGizzMitSDNctzxubwPhoNlsNpsailxHKIGDsLZOuiSDfBNFSXOqLLThIYRunaqlcGYsJXCoZfCqVLngTEyifh
Hqq,assess,platforms,false,3,kPHfOiKEHKTiMVcXTOzTugxCEtKOEwixPYKJCqcdFbbsULwuKwfjEFsAgXlsfUPeEsqtZYQkcKYbBxWNpDetwfJJTFgmifIDVhsQIPucknNiuIpakAjZirdysnuzDdYnnW
oASJDclUiIWD,trial,techniques,true,0,MvbSmWSLYuawUlMmYekuRFnPtoUJcgPoRulUrgXwEpNwiWFyuKWpHnUDWLZkZDPHIvSuzcxiWScvyIgztVgYLaHOavfHwmlZcTmgHQS
soNsUGLbWsGxkr,trial,languages & frameworks,false,2,TXhIcrnCOzpPXlfRzPIvneGaXYbAwRrbRzCaFiGNkbFc
xHcfNSIFlQi,hold,platforms,true,3,ntHmVyyjBMLiWlEKxMqGBwBqzRGPvkvZluQqzKAO
gWEzrMDVTjC,hold,platforms,false,-2,tILkohBtUbwuDCYixgEcYdpclfXKfSzJIJjxRCKMNhiZHyEhZSIthHTcqnXmBgglIcaqqUI
dGNVIAVgxxhaMEi,trial,techniques,false,0,MKUpayvFRddrHkVAyouzCFjZ
zqbZQxhxlO,trial,languages & frameworks,true,2,aaJLlUgHDAYlvXgKriVjtWlfsDAVXmPaXqdp
RLoX,hold,techniques,true,-2,PlJWcXKOufScWGQAquDXpLqLxenyTcgUrxGSBMzwVypIiMcRQWCbTFICMPuQqOnRDWwJXQhEfOfXFzeiOrudMnOgMS
fDNFtjdN,assess,tools,true,1,RgEWtkVQIhgaAxCrRjveMXFGsxkp
HYR,adopt,techniques,true,-2,LUvwFqrJHapEaycOmxdetvhAJronyKyyfHDJNCYLRcAPdDzKnfDGmqBJlNSTMxJwxgrHuhdPfHpJHTvawaAmWzKEMGFROIljYlHMEuNmtroCoUuDagGtdoNYPidDVinnQjpLvmUAd
KnbwgDddsKgpRf,trial,platforms,false,-3,bCcWSqiODKoFlrOvuZjOEZyXPnEzmNYgolu
rhBFzTwMbtkOaNI,assess,languages & frameworks,true,-2,ZhEDspsZjGwflUptirsbylPFQIUofnJUjnYkgBoLSLnAfdMPJURhysEDKdHVCrZLYfFKgmAZYMszUuCVkJPUkHUayurerpakBITAW
EttvvqvmcEwXtxR,assess,techniques,true,0,IhDplMECQprsVFifFRrA
lfXVpOWvUb,hold,platforms,false,3,AGtJHJdfbmwMskOprXkafOwwrpTLFjYIUIyRQZvWwcWAAQpytXclBhZttGicUTzTkSKdsJpLCufcaDzzdzkKLbVkRanzmjMkNVKERHvt
fqCrNKGOecOOMo,adopt,platforms,true,-2,bXRjigeLcJoKofRLeytAJEVVmIRAEusrMWVgfeQzODTvjCuKCdZiIgVmbNHnQgtdHbwxkWwpnwuzIGSXLbeVdHYUEJtDzHUwzxXfANMVplFICfokWrxWzgvRIBLBYOmCGJcXS
iC,trial,languages & frameworks,true,0,ggbzWlznOCwXVCzlWlZhKHaPPBXDmxvtqlYwGkKHbOLtQTjgBVOlmxABdRlAlvwotbmxyrJABywqsjvIOWaRSnxrRZuqshEXfMBNrDTdLIgrIgHHUdtcCpOYAUywrcGJudi
kVYbHd,assess,languages & frameworks,true,-3,ytpNTcmcUPxugPvJArNZBhDhXwUhiazAtoJPfUPTRDVFPoNqTSvnHmarfEdNnAreodtOYdhlXpeVXhcoPdsUnslTqBzwwqFWbLoDUzOykXjUjCvmIRBFkJRLmKwDMScpOeCAxjT
agCEvuee,assess,languages & frameworks,false,-2,GcpLNxBXyJjlwtXbxZyBOoJWxeCpbSqCrvjpmdEifYOqXgAsicpSQMcVTColyurEXHFdacXHirjMQpnWqYUNRRjDdsVjKiIaIgMkjLPFuXVTZeNYhnUDyWP
bVx,assess,platforms,false,0,klMpiAzLYnRgKnUgEyFTLsKKUkhwoHGJSqEDdHERrOv
PGsiquBTaeI,adopt,techniques,false,-2,EEtGMhSUqfDtPbtKvgNYrvNiAtEeuDeOvgWOwrQMRTpQPPcicQPKcLBwigHZsXtaBFyRObqbkervmjxLqERSTjjGoVeaEBOuFMcZuyyscdWgExZLgtTGkufFB
oTUanqIyzwm,assess,techniques,true,-1,cmMCVmUKCJRWIzuyrxfdFccIgSIrXBpTrWaWcIvoZvhsZInykHrIseaoDaqxqgqJucDKuegMunJTIgmneugdphKkCFcSK
UGBCBZWvzWGKWTy,hold,platforms,false,-1,IYLtcFMRZnqiMYrFaPMMXKMGhCAbQPMMUSvPaKXQNycOjDaweZGLDXFUlPscBwKLdczNmJgTDmxW
fulhjQQPPjp,assess,tools,false,3,INNshyotuADMdAqQliswKLkTjWTcxHwXZmreIJxLvDahoiyjGMRRzUgXmyxhWiqSPVmdnaIExxhmTSgNGWvCjFLEedmhLfIUFtWjoCiCUs
uycEJrodl,adopt,tools,false,2,kDEZkClHbUQMqDzuNriyhQZisblsOLdQLRHBmPzCOgfMWPcfPIpzfEveCfsEVKUiGXOARgdTVNfLYVzWBXJlfQEZXcEpGumqsMkxhmjUBtJRSBMlBJLLVuKPADeDeHyJjyxahFaLmeOGXqcvVvAcCW
hvhIQVH,trial,platforms,false,-2,DhBSradUZLKwqucLRqISsfpurpkHBPsVRZLZzGkHGBYrTsXiTiPIOZhLmeMPUxwCBjxllaafpGIZqxTBqPkWgsxwuIa
Al,assess,tools,false,-2,hkfJVZPiDsLlnTpUdIlayclROCNrwqWcxUEKUdrPlVdczxBpbZJPqqHGWPrkEjBmtqWEPFmXHOAqkHtZHBxmyhdbbxbRbeXVQWdUYkcSnDLDzRXymnrCFPNARbxAXvvISbSmbbwVMeRFjPaS
EKj,assess,platforms,true,1,hUhdhErpukJgTbkOgGzZldmOhcHDFCWYwcOWVcWEZbTwEZuKRxUvZEUFnhIHZRdqeCMqFaSeJerzwGvvzQpcoJDDWmkxBTX
gTtTHJyuMVnDYNq,assess,platforms,true,-1,fGLjlNCYovgDYUiXtdgKlNuf
WHyfNNMViceg,adopt,languages & frameworks,false,-3,XGFDrkObaDDdcWlznLBFcxgNdDMbcjVkfBtojQvPfHQvSAgmIMFBTVGgvdStPBNMEzVvYvNYNDdMWVPiYfAiWsFNdazuKkpdxENagcy
GAzvAaZ,trial,tools,false,0,lkenwufneLzWFJmtpMkZUVAoDmpewAKnZljNCONVcItgD
aHmLvlqRXB,assess,platforms,false,2,siuPjDvaXWjdOSWTPKCGOptyoZoKKmGXrfhqlYyvoLsfCzEXkzBdoDZCfmsREZauvdIPJxGmtKAuAPCjonXFlZoQAvqrPZuzOmmnDbRiLDfpZNdVDMSMIGUODQhCYnMqujyhyvsdwh
HEvdlzadRrMzMgu,hold,tools,false,2,AqRHTvbTJdSuugEzIXHhrLwoMancakfRNHuTgZitDA
UyYmqBwXUecxL,adopt,languages & frameworks,true,-1,odjOtoTyLPaAqDkLTpBmlPBxGlVglcLCgXDbyVaZPXWcFsFOMZlFXOMGimYTsWAIFbuHJXGDGOumrCdIbOo
omtjjVlqslY,hold,languages & frameworks,false,3,dzJHraebRbRqQaeruGGqufQlDaBwxVEnekiueYCpYJhhsNGycCBZyopZyjLRaoSjoKfMsbgAWyklpUwHkMdPjHfzOFgZnUxYtqttUsWfCwoxBw
OD,hold,techniques,false,2,vJsoeLupQNoXRRmKqVboAbffUfQCYYQMWqvSGKRuiGixdpbRXSOECDWsnL
XPuP,trial,tools,true,-3,JHBAStCxQjOcfkjHxYNAXOgebgioYdQmSnOLaMMfluTtQeKonRomSIomMzVXGnieDIY
KzJkgasXqeGfAYd,hold,tools,false,-3,ZjwzLGheohimhnyaMwltmQiooSfckkDSTyvvvgVPfSwCXewxBhshoNQoDbgArnsqcRORtfOEJQjjLwLjJztpkyKQwMZabTNWoVfnDGPVnmexaPiUbpFGQKuhMbQspiZqeEaXssAZEalKrsRQAIU
eOOsDHwEaZGXEo,trial,techniques,true,-3,mgIkTlGVOPFayQyHALconLjNqImvFoAgEqCeUUVpik
tSKqx,trial,techniques,false,-2,dkugumbgmbGFwmnpufkFofrsKucIOnmacGQxCEIsXg
AXljYJcAN,trial,languages & frameworks,true,0,eGRAXUMQnPxTUcGXAApynBaonsLCSqradgAvQMUuoKMQCDOTHAUNnLH
clEHCWnVNuugta,adopt,tools,false,1,EmYRETdvxWTkkjPwKXysyTNYkGklwkpEbJPKIwYpTtsXHfiXkZqxNfziycfbynMe
wsER,adopt,platforms,false,-3,ECmHmgZjsWMVakKjDFHpndkSNYkauhBHTtSUolSgrMZZCyocMloRzJHGVFhEtyTSaaNNdTDNAxqHzKhjXPSxghUuLlBGhmSuyIjYIRZhhAlNLvlGspcAkZG
ZVv,hold,techniques,false,1,GOUaodCkxxJWocmsEhAnMbUDIRupQfHufcSlGEVkLkRUybGjHrgJEMbrjyGnBiCuoTkuGXrwmHWBpRhoRPoIWzhcSfsLcElNPppNvemhwRAZiXMHKfAoNwhmalod
lCbeSZlGXsZgo,trial,languages & frameworks,false,0,VBqZRTruIscvpdCSCTeOzipUtUyGArTPagDpZdIZAOGIMw
UCnVpxoGzR,trial,platforms,false,2,ZBJTgcobNpdqqNStwvsouxHZqDOMlFkWtBeUpbfJPtmKWIijyrSGbEmIZojQFI
KOuJIMWUYqe,assess,tools,false,0,ViizvSfiQbONrwSHcKuzZLrFDKBYbCLFJVjIYEuHipZpzpupFOmQwfKrvTTjvITLbPQgEAsERKXgu
FcdDahDGm,assess,techniques,true,-3,gkdwMYBnclolpkDBnPeNVeHYJbZstnxDXZWyCYoTuuugeCk
JAXKJbAV,assess,techniques,true,-1,ZdKJuSwWjHvCOJiPDLgwkyXKeAjWTynDFtJXnHIRuEzYZVPeWAPGjTuXPhVcdBRdUfXBobOPLdGdBXGyMZpWjLOvvcGXiHZhGOEPKBuIQSDjJlHxkLxHLrmoLRHrXVlqzVyVnJ
ejRCjT,assess,languages & frameworks,false,-1,lTWCBSrflwQqLWNmDBAkygSxpUlCFmvYcGhnzMydpUDOsvSzLuSF
qMiqlR,adopt,languages & frameworks,true,-1,YbhRWmVZzWEmcWFFQIYRwDHXNabbDoFmLeiVIDTJflUagosRtzoZjorFCHdCkwzYcjdIEoKoMugMvAd
mNfpimOfrdw,adopt,techniques,true,0,SDVCROpjIIOVKnADtBbugiQMLDsEicBMChgNBXypLsWMhBtKoygKVdbJrAzQnCXSgKOdQq
